conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.93076E+18,Fri Jun 06 04:48:49 +0000 2025,0,@fallenwithluci Request rambutnya pink biar blackpink,1.93085E+18,,fallenwithluci,in,,0,0,0,https://x.com/undefined/status/1930849333638996240,1.82933E+18,
1.93085E+18,Fri Jun 06 04:47:17 +0000 2025,1,Hallo blinks my friend tengah cari blink yg nak share membership !! @rsfzra Kot ada yg nak war tix concert membership presale jkt /bkk/sg #blackpink2025worldtour #BLACKPINK_DEADLINE #blackpink,1.93085E+18,,,in,,0,0,0,https://x.com/undefined/status/1930848947985318344,1.09846E+18,
1.93085E+18,Fri Jun 06 04:46:36 +0000 2025,0,Guys WTS lightstick blackpink ver.2 mulus dan lengkap.dijual karna BU serius buyer boleh pc untuk info selengkap nya. #blackpink 2025worldtour #konserblackpink #BLACKPINK_DEADLINE #blackpinkcomeback #tiketblackpink #lightstickblackpink,1.93085E+18,,,in,,0,1,0,https://x.com/undefined/status/1930848777536929810,1.76195E+18,
1.92829E+18,Fri Jun 06 04:42:11 +0000 2025,0,@ime_indonesia Guys WTS lightstick blackpink ver.2 mulus dan masi lengkap .hanya di pakai satu kali dijual karna bu .info selengkapnya pc aja ya.,1.93085E+18,,ime_indonesia,in,,0,0,0,https://x.com/undefined/status/1930847666293891458,1.76195E+18,
1.93085E+18,Fri Jun 06 04:41:36 +0000 2025,0,Hai guys siapa tau ada yang mau adopt diamond sticker aku. Ada beberapa member WayV EXO NCT dan Blackpink. Harga tertera non refundable dan sudah termasuk packing yaaa. Nanti kuselipin freebies juga hehehe Thankyou https://t.co/FCgmgdQBhX,1.93085E+18,,,in,,1,0,0,https://x.com/undefined/status/1930847516909781429,109532854,
1.93084E+18,Fri Jun 06 04:40:37 +0000 2025,0,@awrenaelah Ayok ren ,1.93085E+18,,awrenaelah,in,,0,0,0,https://x.com/undefined/status/1930847270498673132,7.44165E+17,
1.93085E+18,Fri Jun 06 04:38:17 +0000 2025,0,pinksell! yuk guys tinggal dua take all 80k incl all yap https://t.co/YDJA9e1xjU,1.93085E+18,https://pbs.twimg.com/media/Gsu-0zeWgAE_dUm.jpg,,in,,0,1,0,https://x.com/undefined/status/1930846682675053033,1.6765E+18,
1.93081E+18,Fri Jun 06 04:33:13 +0000 2025,1,@Keymonuta @GiveRep @cro_aggregator kempn @GiveRep https://t.co/LQuhAPsIfh,1.93085E+18,https://pbs.twimg.com/media/Gsu9qpbaEAAzx00.jpg,Keymonuta,in,,0,1,0,https://x.com/undefined/status/1930845410400096281,1.88305E+18,
1.93081E+18,Fri Jun 06 04:24:52 +0000 2025,0,@LagiSeno @GiveRep @ATTNtoken @cro_aggregator @Suigar_com gm seno @GiveRep https://t.co/wVs3ZU09nD,1.93084E+18,https://pbs.twimg.com/media/Gsu7wcya0AAGnMW.jpg,LagiSeno,in,,0,0,0,https://x.com/undefined/status/1930843309213364715,1.88305E+18,
1.93084E+18,Fri Jun 06 04:24:37 +0000 2025,0,@sbyfess Wkwk aku kadang yo bingung masalah iki. Terwakilkan,1.93084E+18,,sbyfess,in,,0,0,0,https://x.com/undefined/status/1930843245078343752,7.44165E+17,
1.93073E+18,Fri Jun 06 04:18:42 +0000 2025,0,@susipudjiastuti @grok put him in a PSSI kit.,1.93084E+18,,susipudjiastuti,in,,0,1,0,https://x.com/undefined/status/1930841755727126679,1.88305E+18,
1.93083E+18,Fri Jun 06 04:14:24 +0000 2025,1,@be_em_we323i @rwardoyo Pantesan Sama...sama.......,1.93084E+18,,be_em_we323i,in,,0,3,0,https://x.com/undefined/status/1930840672548126786,1.833E+18,
1.93084E+18,Fri Jun 06 04:08:28 +0000 2025,0,Open Handcarry YGshop Bisa cek di link ini https://t.co/ei2ARZVH9E Ngga semua merch ada di link. Kalau punya gambar barang yang dicari boleh send DM. Nanti akan di cek produknya ️ Packing &amp; Adm Co mulai 25.6 Bandung Wts wtt wtb Babymonster Blackpink Treasure Bigbang https://t.co/gaqn7NaRoR,1.93084E+18,https://pbs.twimg.com/media/Gsu4AJVaMAATxHi.jpg,,in,,0,0,0,https://x.com/undefined/status/1930839180873216452,2185578547,
1.93084E+18,Fri Jun 06 04:08:19 +0000 2025,0,kepikiran kenapa gue ga apply memship blackpink ya? wkwkw yaudah pasrah ama qn nya,1.93084E+18,,,in,,0,0,0,https://x.com/undefined/status/1930839140918333589,1.54427E+18,
1.93084E+18,Fri Jun 06 04:07:52 +0000 2025,0,@isisendiriaja69 Cik adoh nyusul e timbang nang malange.,1.93084E+18,,isisendiriaja69,in,,0,1,0,https://x.com/undefined/status/1930839031153111164,7.44165E+17,
1.93084E+18,Fri Jun 06 04:07:24 +0000 2025,0,Pinksell! Mari jajan di pagi hari mumpung event https://t.co/1wOAdStK6X,1.93084E+18,,,in,,0,0,1,https://x.com/undefined/status/1930838912248737938,1.6765E+18,
1.93084E+18,Fri Jun 06 04:06:15 +0000 2025,0,Open Rent Sewa HP Iphone 13 15 Promax Iphone 16 Pro dan Samsung S24 Ultra &amp; S25 ULTRA KONSER LUAR NEGERI BTOB &amp;TEAM ALLOBANK DAY 1 STAYC JAY PARK G-DRAGON HONNE/OSTCON DOH KYUNG SOO/D.O BAEKHYUN LALALA FEST PARK BO GUM B.I BIBI PLAVE BLACKPINK RIIZE COD VANUE https://t.co/sRHcekkbZ5,1.93084E+18,https://pbs.twimg.com/media/Gsu3egza4AAzZ_j.jpg,,in,,0,0,0,https://x.com/undefined/status/1930838621072003392,1.53711E+18,
1.93083E+18,Fri Jun 06 03:57:53 +0000 2025,1,@sbyfess Wahhh kasian. Ayoayo,1.93084E+18,,sbyfess,in,,0,0,0,https://x.com/undefined/status/1930836515405578560,7.44165E+17,
